paper_id,cluster_id,keyword,score
PMC6387434,0,ISS,0.05414608589024374
PMC6387434,0,Analysis,0.05414608589024374
PMC6387434,0,FYN,0.07431727240679903
PMC6387434,0,health,0.0952935489867936
PMC6387434,0,driver,0.0952935489867936
PMC6387434,0,hub,0.0952935489867936
PMC6387434,0,recently,0.141320994539128
PMC6387434,0,considered,0.141320994539128
PMC7072278,0,GCR,0.03252390019200025
PMC7072278,0,NASA,0.06030059621736458
PMC7072278,0,Ionizing,0.1053186765580618
PMC7072278,0,rays,0.1053186765580618
PMC7072278,0,missions,0.1053186765580618
PMC7072278,0,models,0.1053186765580618
PMC7072278,0,radiation,0.12296904140988724
PMC7072278,0,galactic,0.17305729633324995
PMC7072278,0,cosmic,0.17305729633324995
PMC7072278,0,major,0.17305729633324995
PMC8441986,2,Visit,0.03641530978650187
PMC8441986,2,Travel,0.04880791882321792
PMC8441986,2,gallery,0.06416476795984599
PMC8441986,2,Snapshots,0.06620035065069088
PMC8441986,2,week,0.07992553684319711
PMC8441986,2,CNN.com,0.10097643803784073
PMC8441986,2,photos,0.1028505889806869
PMC8441986,2,landscapes,0.1028505889806869
PMC8441986,2,feature,0.14929579574564
PMC8441986,2,iReporter,0.14929579574564
PMC9400218,2,Back,0.026597927404565944
PMC9400218,2,Visit,0.05402657030912676
PMC9400218,2,Travel,0.06277304534013856
PMC9400218,2,gallery,0.07334489383741181
PMC9400218,2,Mail,0.07417313840262335
PMC9400218,2,Online,0.07417313840262335
PMC9400218,2,Friday,0.07417313840262335
PMC9400218,2,photos,0.094808423351325
PMC9400218,2,home,0.09492398510093508
PMC9400218,2,CNN.com,0.09492398510093508
PMC9267413,0,women,0.02560768197839015
PMC9267413,0,Terrestrially,0.03421176689007977
PMC9267413,0,thyroid,0.053772630013886
PMC9267413,0,breast,0.053772630013886
PMC9267413,0,Spaceflight,0.09175817035611154
PMC9267413,0,hallmarks,0.09175817035611154
PMC9267413,0,possibly,0.09175817035611154
PMC9267413,0,risk,0.09175817035611154
PMC9267413,0,largely,0.09175817035611154
PMC9267413,0,lung,0.09175817035611154
PMC9576569,2,Visit,0.05117616329069924
PMC9576569,2,Travel,0.05117616329069924
PMC9576569,2,Newsquiz,0.07071251249924661
PMC9576569,2,CNN,0.07071251249924661
PMC9576569,2,Wednesday,0.07071251249924661
PMC9576569,2,stories,0.08407519304970143
PMC9576569,2,Summary,0.08646269674286734
PMC9576569,2,iReport,0.08646269674286734
PMC9576569,2,CNN.com,0.08646269674286734
PMC9576569,2,iReporter,0.08646269674286734
PMC10789781,0,GCR,0.03252390019200025
PMC10789781,0,DNA,0.07012290166474035
PMC10789781,0,radiation,0.0823941551450109
PMC10789781,0,prolonged,0.08509570543238879
PMC10789781,0,elevated,0.08509570543238879
PMC10789781,0,understood,0.08509570543238879
PMC10789781,0,structure,0.08509570543238879
PMC10789781,0,impacts,0.12688835912092136
PMC10789781,0,exposure,0.12688835912092136
PMC10789781,0,galactic,0.12688835912092136
PMC10772081,0,evolution,0.04491197687864554
PMC10772081,0,worldwide,0.0771485953923296
PMC10772081,0,transmission,0.0771485953923296
PMC10772081,0,sequelae,0.0771485953923296
PMC10772081,0,caused,0.1155310835876123
PMC10772081,0,significant,0.1155310835876123
PMC10772081,0,morbidity,0.1155310835876123
PMC10772081,0,mortality,0.1155310835876123
PMC10772081,0,betacoronavirus,0.1155310835876123
PMC10772081,0,continues,0.1155310835876123
PMC11166946,0,Frailty,0.1411879566095664
PMC11166946,0,syndrome,0.1411879566095664
PMC11166946,0,aging,0.1411879566095664
PMC11166946,0,spaceflight,0.1411879566095664
PMC11166946,0,clinical,0.19274649316101516
PMC11166946,0,biological,0.19274649316101516
PMC11166946,0,comprehensively,0.19274649316101516
PMC11166946,0,investigated,0.19274649316101516
PMC11166946,0,findings,0.19274649316101516
PMC11166946,0,suggest,0.19274649316101516
PMC11166944,0,Previous,0.08492038220078005
PMC11166944,0,radiation,0.08492038220078005
PMC11166944,0,research,0.12663884875498976
PMC11166944,0,revealed,0.12663884875498976
PMC11166944,0,key,0.12663884875498976
PMC11166944,0,microRNA,0.12663884875498976
PMC11166944,0,signature,0.12663884875498976
PMC11166944,0,spaceflight,0.12663884875498976
PMC11166944,0,biomarker,0.12663884875498976
PMC11166944,0,develop,0.12663884875498976
PMC11166968,0,commercial,0.11060549338282699
PMC11166968,0,private,0.11060549338282699
PMC11166968,0,operations,0.11060549338282699
PMC11166968,0,space,0.13023752997463905
PMC11166968,0,lay,0.18105634546484617
PMC11166968,0,pressing,0.18105634546484617
PMC11166968,0,related,0.18105634546484617
PMC11166968,0,ethical,0.18105634546484617
PMC11166968,0,considerations,0.18105634546484617
PMC11166968,0,selecting,0.18105634546484617
PMC7000411,0,Increased,0.044194833593628365
PMC7000411,0,Toll,0.044194833593628365
PMC7000411,0,immune,0.05515049533133367
PMC7000411,0,spaceflight,0.05515049533133367
PMC7000411,0,bacteria,0.05515049533133367
PMC7000411,0,Imd,0.05563507900672282
PMC7000411,0,altered,0.07264095225380303
PMC7000411,0,conditions,0.07264095225380303
PMC7000411,0,environments,0.07264095225380303
PMC7000411,0,growing,0.09634513418439104
PMC7787258,2,Visit,0.03641530978650187
PMC7787258,2,Travel,0.04880791882321792
PMC7787258,2,gallery,0.06416476795984599
PMC7787258,2,Snapshots,0.06620035065069088
PMC7787258,2,week,0.07992553684319711
PMC7787258,2,CNN.com,0.10097643803784073
PMC7787258,2,photos,0.1028505889806869
PMC7787258,2,landscapes,0.1028505889806869
PMC7787258,2,feature,0.14929579574564
PMC7787258,2,iReporter,0.14929579574564
PMC8716943,1,Light,0.02891250020144241
PMC8716943,1,root,0.07060476348907546
PMC8716943,1,growth,0.07060476348907546
PMC8716943,1,actin,0.09143827734378686
PMC8716943,1,pathways,0.09231577983218345
PMC8716943,1,directionality,0.09231577983218345
PMC8716943,1,turn,0.09231577983218345
PMC8716943,1,affects,0.09231577983218345
PMC8716943,1,cytoskeleton,0.13712293735923792
PMC8716943,1,highly,0.13712293735923792
PMC7010715,1,Epi-brassinolide,0.05626336244415083
PMC7010715,1,LatB,0.05626336244415083
PMC7010715,1,enhance,0.05894700337958123
PMC7010715,1,roots,0.07419236686278904
PMC7010715,1,eBL,0.07431015091390655
PMC7010715,1,gravitropism,0.08521461949403568
PMC7010715,1,inhibitor,0.08521461949403568
PMC7010715,1,latrunculin,0.08521461949403568
PMC7010715,1,filamentous-actin,0.08521461949403568
PMC7010715,1,previously,0.11827441981213699
PMC7503278,1,Arabidopsis,0.06997495451120754
PMC7503278,1,cyt,0.08475592228626143
PMC7503278,1,stimuli,0.08475592228626143
PMC7503278,1,question,0.08475592228626143
PMC7503278,1,expressing,0.08475592228626143
PMC7503278,1,types,0.08475592228626143
PMC7503278,1,elevation,0.12640475576562316
PMC7503278,1,levels,0.12640475576562316
PMC7503278,1,earliest,0.12640475576562316
PMC7503278,1,responses,0.12640475576562316
PMC8364238,1,SPIRRIG,0.065406731792814
PMC8364238,1,SCAR,0.065406731792814
PMC8364238,1,WAVE,0.065406731792814
PMC8364238,1,Arabidopsis,0.065406731792814
PMC8364238,1,molecular,0.07761351959389566
PMC8364238,1,determinants,0.07761351959389566
PMC8364238,1,hair,0.07761351959389566
PMC8364238,1,root,0.11153262945380629
PMC8364238,1,development,0.11153262945380629
PMC8364238,1,actin-mediated,0.19801198823272756
PMC11579474,4,lunar,0.03157909476143807
PMC11579474,4,microgravity,0.051277940102232744
PMC11579474,4,Station,0.05159480770248617
PMC11579474,4,gravity,0.06585394341448464
PMC11579474,4,International,0.07122357212280127
PMC11579474,4,Space,0.07122357212280127
PMC11579474,4,Study,0.08766447401150383
PMC11579474,4,loadings,0.08766447401150383
PMC11579474,4,days,0.08766447401150383
PMC11579474,4,thymus,0.08766447401150383
PMC2998437,3,MscL,0.08260749754765566
PMC2998437,3,X-ray,0.09111716020807922
PMC2998437,3,Detergent-induced,0.10773927715390114
PMC2998437,3,crystallography,0.10773927715390114
PMC2998437,3,vivo,0.10773927715390114
PMC2998437,3,rearrangements,0.17672724192998282
PMC2998437,3,membrane-protein,0.17672724192998282
PMC2998437,3,subunits,0.17672724192998282
PMC2998437,3,explain,0.17672724192998282
PMC2998437,3,channel,0.17672724192998282
PMC3289768,3,X-ray,0.057012387690331526
PMC3289768,3,MscL,0.09568045026443411
PMC3289768,3,lysis,0.09568045026443411
PMC3289768,3,α-helices,0.09568045026443411
PMC3289768,3,bacterial,0.15831692877998726
PMC3289768,3,mechanosensitive,0.15831692877998726
PMC3289768,3,channel,0.15831692877998726
PMC3289768,3,protects,0.15831692877998726
PMC3289768,3,cells,0.15831692877998726
PMC3289768,3,crystallography,0.15831692877998726
PMC3593973,2,Visit,0.05117616329069924
PMC3593973,2,Travel,0.05117616329069924
PMC3593973,2,Newsquiz,0.07071251249924661
PMC3593973,2,CNN,0.07071251249924661
PMC3593973,2,Wednesday,0.07071251249924661
PMC3593973,2,stories,0.08407519304970143
PMC3593973,2,Summary,0.08646269674286734
PMC3593973,2,iReport,0.08646269674286734
PMC3593973,2,CNN.com,0.08646269674286734
PMC3593973,2,iReporter,0.08646269674286734
PMC11127935,1,SAHS,0.022387221786418016
PMC11127935,1,proteins,0.026072416878421153
PMC11127935,1,Rhizobium,0.055796459714021016
PMC11127935,1,Tardigrades,0.05914752989138459
PMC11127935,1,microscopic,0.07882279738173559
PMC11127935,1,stresses,0.07882279738173559
PMC11127935,1,express,0.07882279738173559
PMC11127935,1,soluble,0.07882279738173559
PMC11127935,1,fusion,0.07882279738173559
PMC11127935,1,tropici,0.07882279738173559
PMC11930778,1,CAHS,0.08596317751626563
PMC11930778,1,Anhydrobiosis,0.09568045026443411
PMC11930778,1,state,0.09568045026443411
PMC11930778,1,tardigrades,0.09568045026443411
PMC11930778,1,conditions,0.09568045026443411
PMC11930778,1,cryoprotectants,0.09568045026443411
PMC11930778,1,phenomenon,0.15831692877998726
PMC11930778,1,organisms,0.15831692877998726
PMC11930778,1,survive,0.15831692877998726
PMC11930778,1,extreme,0.15831692877998726
PMC8816950,1,ROS,0.06650965107397505
PMC8816950,1,Anhydrobiotic,0.0771485953923296
PMC8816950,1,stresses,0.0771485953923296
PMC8816950,1,tardigrades,0.0771485953923296
PMC8816950,1,animals,0.1155310835876123
PMC8816950,1,undergo,0.1155310835876123
PMC8816950,1,biochemical,0.1155310835876123
PMC8816950,1,synthesizing,0.1155310835876123
PMC8816950,1,bioprotectants,0.1155310835876123
PMC8816950,1,combat,0.1155310835876123
PMC4118556,4,PWS,0.04581024668969752
PMC4118556,4,system,0.05361088157115576
PMC4118556,4,Gait,0.06080373192490962
PMC4118556,4,adaptation,0.09038697863330873
PMC4118556,4,weight,0.09038697863330873
PMC4118556,4,defined,0.09149320931920597
PMC4118556,4,suspension,0.09149320931920597
PMC4118556,4,identified,0.09149320931920597
PMC4118556,4,relationship,0.13596092028323714
PMC4118556,4,functional,0.13596092028323714
PMC4653813,0,Objectivity,0.04894666301980416
PMC4653813,0,China,0.04894666301980416
PMC4653813,0,government,0.05534373266229944
PMC4653813,0,search,0.057636429250554955
PMC4653813,0,Objective,0.08386383000421124
PMC4653813,0,problems,0.08736202069572106
PMC4653813,0,problem,0.08736202069572106
PMC4653813,0,solution,0.11527285850110991
PMC4653813,0,solutions,0.11527285850110991
PMC4653813,0,key,0.11646629885516416
PMC6915713,0,Space,0.08385729853679115
PMC6915713,0,Shuttle,0.09196758915656232
PMC6915713,0,Mouse,0.10987504304330521
PMC6915713,0,liver,0.10987504304330521
PMC6915713,0,earth,0.10987504304330521
PMC6915713,0,stressors,0.10987504304330521
PMC6915713,0,studies,0.17995476918065306
PMC6915713,0,performed,0.17995476918065306
PMC6915713,0,showed,0.17995476918065306
PMC6915713,0,lipid,0.17995476918065306
PMC6124165,2,Visit,0.03601676452342235
PMC6124165,2,Travel,0.03940820517188015
PMC6124165,2,Snapshots,0.052368437689744286
PMC6124165,2,shots,0.062010162782257766
PMC6124165,2,week,0.062010162782257766
PMC6124165,2,world,0.062010162782257766
PMC6124165,2,gallery,0.0780304095140121
PMC6124165,2,landscapes,0.0780304095140121
PMC6124165,2,CNN.com,0.08830447297429472
PMC6124165,2,feature,0.12240261382885771
PMC8509868,4,HLU,0.033133726362338974
PMC8509868,4,RNAseq,0.051156545382028185
PMC8509868,4,NanoString,0.051156545382028185
PMC8509868,4,RNA,0.061523718929792616
PMC8509868,4,Disuse-induced,0.10818430779536715
PMC8509868,4,injury,0.10818430779536715
PMC8509868,4,prolonged,0.10818430779536715
PMC8509868,4,rest,0.10818430779536715
PMC8509868,4,microgravity,0.10818430779536715
PMC8509868,4,sequencing,0.10818430779536715
PMC11063234,0,cardiovascular,0.08287033290305683
PMC11063234,0,accidents,0.08548410859164804
PMC11063234,0,missions,0.08548410859164804
PMC11063234,0,decades,0.12744094586816573
PMC11063234,0,develop,0.12744094586816573
PMC11063234,0,dysfunction,0.12744094586816573
PMC11063234,0,exposure,0.12744094586816573
PMC11063234,0,high,0.12744094586816573
PMC11063234,0,doses,0.12744094586816573
PMC11063234,0,ionizing,0.12744094586816573
PMC5672023,0,satellite,0.050379838256557986
PMC5672023,0,snail,0.08195915589149692
PMC5672023,0,Helix,0.09067213610568933
PMC5672023,0,Land,0.10663906266607096
PMC5672023,0,days,0.10663906266607096
PMC5672023,0,restored,0.10663906266607096
PMC5672023,0,lucorum,0.1750607553998813
PMC5672023,0,exposed,0.1750607553998813
PMC5672023,0,weightlessness,0.1750607553998813
PMC5672023,0,aboard,0.1750607553998813
PMC5899691,0,equilibrium,0.06844581806138879
PMC5899691,0,studies,0.06844581806138879
PMC5899691,0,utricle,0.09568045026443411
PMC5899691,0,vestibular,0.09568045026443411
PMC5899691,0,reflex,0.09568045026443411
PMC5899691,0,pathways,0.09568045026443411
PMC5899691,0,sensory,0.09568045026443411
PMC5899691,0,codes,0.09568045026443411
PMC5899691,0,inertial,0.09568045026443411
PMC5899691,0,acceleration,0.09568045026443411
PMC6204554,0,Change,0.04784503667699332
PMC6204554,0,Opsanus,0.04784503667699332
PMC6204554,0,utricular,0.06902520611025921
PMC6204554,0,force,0.06902520611025921
PMC6204554,0,head,0.06902520611025921
PMC6204554,0,gravitational,0.06902520611025921
PMC6204554,0,vertical,0.08068095167949986
PMC6204554,0,equilibrium,0.08068095167949986
PMC6204554,0,toadfish,0.08068095167949986
PMC6204554,0,tau,0.08068095167949986
PMC4064004,1,COPI,0.033238390357209636
PMC4064004,1,COPII,0.03610594404559951
PMC4064004,1,Golgi,0.03610594404559951
PMC4064004,1,Regulation,0.04691288490941705
PMC4064004,1,Coat,0.07806526077627396
PMC4064004,1,reticulum,0.07806526077627396
PMC4064004,1,cells,0.07806526077627396
PMC4064004,1,structure,0.07806526077627396
PMC4064004,1,protein,0.10868092541297539
PMC4064004,1,complex,0.10868092541297539
PMC3818365,1,UPR,0.06066122427033378
PMC3818365,1,Cells,0.1055455065322621
PMC3818365,1,response,0.1055455065322621
PMC3818365,1,reticulum,0.1055455065322621
PMC3818365,1,function,0.1055455065322621
PMC3818365,1,operate,0.1734017423763729
PMC3818365,1,signaling,0.1734017423763729
PMC3818365,1,network,0.1734017423763729
PMC3818365,1,termed,0.1734017423763729
PMC3818365,1,unfolded,0.1734017423763729
PMC3981873,2,Visit,0.03641530978650187
PMC3981873,2,Travel,0.04880791882321792
PMC3981873,2,gallery,0.06416476795984599
PMC3981873,2,Snapshots,0.06620035065069088
PMC3981873,2,week,0.07992553684319711
PMC3981873,2,CNN.com,0.10097643803784073
PMC3981873,2,photos,0.1028505889806869
PMC3981873,2,landscapes,0.1028505889806869
PMC3981873,2,feature,0.14929579574564
PMC3981873,2,iReporter,0.14929579574564
